document_id,repository,pr_number,title,document_character_count,document_word_count,chunk_count,review_priority,review_priority_score,policy_risk_band,policy_risk_score,manual_review_required,merge_probability,delay_score_available,delay_probability,triggered_rule_count
prdoc_2dcf3205af1375512957,pallets/flask,3554,Drop Python 2,2619,364,6,Critical,65.2313,Critical,88.0,True,0.598532574693811,True,0.0001305942886013,6
prdoc_f198f66fbfe4face5dc4,pallets/flask,5346,d,3306,506,7,Critical,64.1131,Critical,70.0,True,0.0693470511081779,False,,5
prdoc_42c9cffeb2864959fbf4,pallets/flask,4274,docs/debugging.rst typo fix,2540,354,6,Critical,63.9641,Critical,76.0,True,0.2717961746914749,False,,6
prdoc_f0289b1223a4dfa6cbde,pallets/flask,4678,Ghas test,3320,508,7,Critical,63.6871,Critical,70.0,True,0.0906453516259797,False,,5
prdoc_7be7aeaecb25af4d80ed,pallets/flask,5945,add zizmor to scan workflows,2722,384,6,Critical,63.6553,Critical,78.0,True,0.58205580524665,True,0.3064252610011098,6
prdoc_a01f7c8127cefcb333fb,pallets/flask,5125,Add basic Dockerfile for development,3377,512,7,Critical,63.6173,Critical,70.0,True,0.0941338035986362,False,,5
prdoc_775d35f0c693c67d656e,pallets/flask,5433,Fixed broken docstring for jinja_loader in scaffold.py,2582,362,6,Critical,63.5889,Critical,86.0,True,0.6155561631140247,False,,6
prdoc_3a2084ed70a3dfd2a760,pallets/flask,5793,Create python-package.yml,3212,472,6,Critical,63.1598,Critical,70.0,True,0.1170117902746245,False,,5
prdoc_715b98d5e5c9c2b7c759,pallets/flask,5685,Improve invalid response error messages,4235,620,7,Critical,63.1348,Critical,70.0,True,0.118259018841427,False,,5
prdoc_ef3db1ee765af86cd480,pallets/flask,4326,update requirements,2452,341,6,Critical,61.2742,Critical,88.0,True,0.8232031361293024,True,0.035883631103953,6
prdoc_29fea61c64a8b2a71d3f,pallets/flask,5754,remove slsa provenance,2484,345,6,Critical,60.8186,Critical,78.0,True,0.6466624871880045,True,0.2034561831361174,6
prdoc_11e95a4becd14f7a6cff,pallets/flask,4405,[pre-commit.ci] pre-commit autoupdate,2824,362,6,Critical,59.6121,Critical,78.0,True,0.5543973200858349,False,,6
prdoc_e06f0abed7ce7c9d1d89,pallets/flask,5643,Use SPDX license identifier,2945,422,6,Critical,58.1192,Critical,70.0,True,0.3690417364983902,False,,5
prdoc_417236b9afccab6a7ac2,pallets/flask,3230,Enable stylecheck tox run on Azure pipelines (fixes #3228),2408,340,6,Critical,57.5482,Critical,78.0,True,0.7067599781373758,True,0.0655598003890293,5
prdoc_dd286180a1c82ccffbdb,pallets/flask,4943,update tested python versions,2480,348,6,Critical,56.0891,Critical,78.0,True,0.7495278981896094,True,0.025311538292744,6
prdoc_a94e8a6a2944804ed335,pallets/flask,2699,add javascript ajax example,2663,371,6,Critical,55.8824,Critical,78.0,True,0.7593021498785573,True,0.0245650103666974,6
prdoc_4677991be00cbe1a9629,pallets/flask,3922,various cleanup for consistency between projects,2406,336,6,Critical,55.5749,Critical,78.0,True,0.7896236396078832,True,0.0444901837438763,5
prdoc_be25c2c5d04918c1c800,pallets/flask,4958,Bump actions/setup-python from 4.4.0 to 4.5.0,6240,680,8,Critical,54.9027,Critical,70.0,True,0.7183692947063277,True,0.2513410061388572,5
prdoc_1c34298d8b082e63fbf2,pallets/flask,5481,test with python 3.13,2333,330,6,Critical,54.399,Critical,78.0,True,0.8337819816691555,True,0.0249777055421649,5
prdoc_6b6166d956401a92cbac,pallets/flask,3854,[pre-commit.ci] pre-commit autoupdate,2375,328,6,Critical,53.1602,Critical,78.0,True,0.9067410349257616,True,0.0396706206546631,5
prdoc_e62004b65150c8b1deda,pallets/flask,5812,merge app and request context,5694,888,9,Critical,53.0593,Critical,70.0,True,0.7599850647998041,True,0.1839346733400021,4
prdoc_ea5097809d9325ec2d52,pallets/flask,3952,[pre-commit.ci] pre-commit autoupdate,2375,328,6,Critical,52.8996,Critical,78.0,True,0.9195914620807226,True,0.0394263681144249,5
prdoc_44764b78987c3010344f,pallets/flask,3943,[pre-commit.ci] pre-commit autoupdate,2375,328,6,Critical,52.8996,Critical,78.0,True,0.9195914620807226,True,0.0394263681144249,5
prdoc_6cf9a3b83c020e0402db,pallets/flask,5248,Bump pypa/gh-action-pypi-publish from 1.8.8 to 1.8.10,8736,786,8,Critical,52.7554,Critical,70.0,True,0.8718954583985012,True,0.3128854394373022,5
prdoc_9ae4a227b48c25163f67,pallets/flask,3709,Common API Between Flask + Blueprint,2336,333,6,Critical,52.4688,Critical,70.0,True,0.854041624736285,True,0.2699750541571138,5
prdoc_14aebb50c5f59fe29202,pallets/flask,4933,Bump dessant/lock-threads from 3 to 4,8652,798,9,Critical,51.9465,Critical,70.0,True,0.9098056270370132,True,0.3095047645635072,5
prdoc_7b3b7728df73bc5c9c2e,pallets/flask,5212,Bump actions/setup-python from 4.6.1 to 4.7.0,8039,756,8,Critical,51.6799,Critical,70.0,True,0.7583403417325499,True,0.0897813203762613,5
prdoc_7ad19a865ca14fb634f4,pallets/flask,5150,Bump actions/setup-python from 4.6.0 to 4.6.1,8639,772,8,Critical,51.3733,Critical,70.0,True,0.7920729104691905,True,0.1143157748146395,5
prdoc_b3bd396abdd43b5cde3e,pallets/flask,5316,Bump actions/setup-python from 4.7.0 to 4.7.1,6089,685,8,Critical,51.1663,Critical,70.0,True,0.7166848882043156,False,,5
prdoc_1e2194bc343dea95d373,pallets/flask,5184,Bump dessant/lock-threads from 4.0.0 to 4.0.1,8807,810,9,Critical,50.6878,Critical,70.0,True,0.9087299628308418,True,0.224160981376575,5
prdoc_e497748f9178a88bc3c3,pallets/flask,5470,Bump the github-actions group across 1 directory with 4 updates,26153,1672,14,Critical,50.5688,Critical,70.0,True,0.7465608993859036,True,9.053691642481858e-07,5
prdoc_8f4138b75830fec3b6ba,pallets/flask,5493,Bump actions/checkout from 4.1.4 to 4.1.6 in the github-actions group,14453,1165,11,Critical,50.5143,Critical,70.0,True,0.7505329638156125,True,0.0016638257317479,5
prdoc_1a7e35f6ce7d6c68f3fc,pallets/flask,5451,Bump the github-actions group with 5 updates,36121,2462,19,Critical,50.3846,Critical,70.0,True,0.7557699223647407,False,,5
prdoc_d5a2dee40b5a1ec88bba,pallets/flask,5352,Bump the github-actions group with 2 updates,14241,1155,11,Critical,50.1686,Critical,70.0,True,0.7687591663419503,True,0.0029202923846348,5
prdoc_3214555a5862c6490f20,pallets/flask,5273,Bump actions/upload-artifact from 3.1.2 to 3.1.3,6672,699,8,Critical,50.1568,Critical,70.0,True,0.7671590644687095,False,,5
prdoc_c8ab8086cf363f44a4db,pallets/flask,5516,Bump the github-actions group with 2 updates,19613,1485,13,Critical,49.9981,Critical,70.0,True,0.7751121116217917,True,2.474633007934836e-05,5
prdoc_d401e4418d41671e5bc3,pallets/flask,5376,Bump the github-actions group with 3 updates,18628,1324,12,Critical,49.9897,Critical,70.0,True,0.7755156633533951,False,,5
prdoc_13681b2e3a0d852e81dd,pallets/flask,5330,Bump the github-actions group with 4 updates,26755,1895,16,Critical,49.8568,Critical,70.0,True,0.7821608843645432,True,4.387959053535182e-07,5
prdoc_63c4ba885ccb38fab1f7,pallets/flask,5539,Bump the github-actions group with 3 updates,10973,952,10,Critical,49.2116,Critical,70.0,True,0.830214936864384,True,0.0210590880591165,5
prdoc_dfd123bd36cb93619c91,pallets/flask,5467,Bump the github-actions group with 2 updates,12009,1033,10,Critical,49.1126,Critical,70.0,True,0.8193681384551978,False,,5
prdoc_34f38af4974778f3278a,pallets/flask,5038,Bump pypa/gh-action-pypi-publish from 1.6.4 to 1.8.4,11301,989,10,Critical,48.3123,Critical,70.0,True,0.8912984261958593,True,0.0425536635624588,5
prdoc_a183c54dcf25c120136d,pallets/flask,5271,Bump actions/cache from 3.3.1 to 3.3.2,12386,1146,11,Critical,48.0579,Critical,70.0,True,0.8721049600367898,False,,5
prdoc_ade668009fb80f9ee0e5,pallets/flask,4515,Bump actions/checkout from 2 to 3,11021,983,10,Critical,47.7201,Critical,70.0,True,0.9119057151216168,True,0.0305463275026402,5
prdoc_83a01f7f0d71d5bb63dc,pallets/flask,5005,Bump slsa-framework/slsa-github-generator from 1.4.0 to 1.5.0,11849,985,10,Critical,47.5662,Critical,70.0,True,0.9172560309787156,True,0.0274235865766333,5
prdoc_73a4ad59c5b509f67460,pallets/flask,4665,Bump actions/setup-python from 3 to 4,11151,993,10,Critical,47.5563,Critical,70.0,True,0.9173732576862752,True,0.0269145644010219,5
prdoc_fb75e72356358295f5ca,pallets/flask,3401,Declare support for Python 3.8,2675,364,6,High,63.5842,High,68.0,True,0.7159142555678204,True,0.9135007673974482,5
prdoc_d3176538892452afe497,pallets/flask,2609,allow nightly to fail on travis,2416,343,6,High,60.2387,High,68.0,True,0.6048965989324757,True,0.5424403277002824,5
prdoc_31f892bbdce60e8d8848,pallets/flask,5000,Test2,3285,505,7,High,59.9767,High,68.0,True,0.2111673278600742,False,,5
prdoc_dbf33bd9ec5133c00ed4,pallets/flask,4013,Fix typo in the example of nesting bp docs,2493,360,6,High,59.7074,High,68.0,True,0.2246295736493614,False,,5
prdoc_a555c39d5e028e5bb77f,pallets/flask,4999,Ted spinks patch 2,3311,511,7,High,59.5244,High,68.0,True,0.2337778851972587,False,,5
prdoc_689806f9ad3efd194b10,pallets/flask,4513,Defined constants to reduce duplication,2520,354,6,High,58.7588,High,68.0,True,0.2720612420870238,False,,5
prdoc_9b502aeb6bfc1b1aac92,pallets/flask,5499,add SESSION_COOKIE_PARTITIONED config,3032,423,6,High,58.3851,High,48.0,True,0.3861745176366359,True,0.9939062618814134,3
prdoc_36cef9d6267e77a5ed03,pallets/flask,4721,[pre-commit.ci] pre-commit autoupdate,2877,346,6,High,58.2471,High,68.0,True,0.548382858044685,True,0.3343187333502909,5
prdoc_9cec559303717cf2ae2f,pallets/flask,3669,Error Docs Revision/Consolidation,2780,405,6,High,58.0812,High,62.0,True,0.8084784823029747,True,0.9300512106495804,4
prdoc_2c694cdeeb3d58364020,pallets/flask,5517,[pre-commit.ci] pre-commit autoupdate,2515,331,6,High,56.9006,High,68.0,True,0.6912785365812794,True,0.4350800849300967,5
prdoc_df81038cb1fc39e5c72c,pallets/flask,5187,[pre-commit.ci] pre-commit autoupdate,2501,331,6,High,56.5621,High,68.0,True,0.6915529090064574,True,0.4128802519620319,5
prdoc_87d7c7713415b5dca149,pallets/flask,4899,[pre-commit.ci] pre-commit autoupdate,2501,331,6,High,56.5137,High,68.0,True,0.7010139025246954,True,0.4222633284427153,5
prdoc_9f84499f1e7e6341ae34,pallets/flask,3488,Forces specific version of Werkzeug to prevent breaking Flask,2714,393,6,High,56.4088,High,68.0,True,0.3895608069153802,False,,5
prdoc_4953c3ceab14b15d079c,pallets/flask,5541,[pre-commit.ci] pre-commit autoupdate,2515,331,6,High,55.9373,High,68.0,True,0.6661553256912064,True,0.3373620555836567,5
prdoc_63872ee3fca98508e951,pallets/flask,4862,[pre-commit.ci] pre-commit autoupdate,2521,331,6,High,55.848,High,68.0,True,0.6741745546574689,True,0.3421003117727756,5
prdoc_0204dcc7e11b6d2f3bf3,pallets/flask,3748,Update setup.py,2745,404,6,High,55.8042,High,60.0,True,0.1597900225637845,False,,4
prdoc_c38207c32fb941772736,pallets/flask,5552,git add tox.ini requirements/typing.txt,3191,473,6,High,55.5962,High,60.0,True,0.1701921289924207,False,,4
prdoc_a20acd8d822672ebf169,pallets/flask,5678,Enable PDF and ePub offline documentation downloads,3551,498,7,High,55.5933,High,60.0,True,0.170332752841753,False,,4
prdoc_81706bfa0d9d79d314a3,pallets/flask,3487,Pins Werkzeug to 0.16.1 due to breaking change,2449,353,6,High,54.9115,High,68.0,True,0.4644254728951013,False,,5
prdoc_426bba3fa4d09446db2c,pallets/flask,5615,use python 3.9 to test dev versions,2491,359,6,High,54.6085,High,68.0,True,0.6045175892313874,True,0.1665887717334268,5
prdoc_11216ae7b8a8a3da41ee,pallets/flask,3156,update Jinja2 requirement to >=2.10.1 (re CVE-2019-10906),2588,359,6,High,54.5523,High,68.0,True,0.4823839128111366,False,,5
prdoc_681bd3ec9978499fc90f,pallets/flask,2929,experimental readthedocs build,2781,407,6,High,54.3134,High,60.0,True,0.234330269899728,False,,4
prdoc_1df599deff76c73816f0,pallets/flask,3836,Fix ci environment command syntax,2559,373,6,High,54.2719,High,60.0,True,0.5833345529332221,True,0.4625730437900553,4
prdoc_a47cb66aa8e109b6e2a8,pallets/flask,3567,Fix flake8 repo url in .pre-commit-config.yaml,3069,423,6,High,53.8886,High,60.0,True,0.2555689265283934,False,,4
prdoc_39075a6bc76dfa7acdc1,pallets/flask,4657,(GitHub workflows CI) Bump tests CI versions,2938,442,6,High,53.7898,High,60.0,True,0.2605101477977923,False,,4
prdoc_fc1085beb8e6fd448619,pallets/flask,2600,add models,2274,329,6,High,53.3769,High,60.0,True,0.2811555578088652,False,,4
prdoc_935f08fd792493973437,pallets/flask,3812,Add separate and more detailed issue templates,3099,458,6,High,53.1651,High,60.0,True,0.2917456045888832,False,,4
prdoc_52a6c50fe1748215167e,pallets/flask,5289,refactor: Group development dependencies in a 'dev' section,3053,452,6,High,52.9167,High,60.0,True,0.3041671891160272,False,,4
prdoc_bfd8cb0c8422508205a0,pallets/flask,3369,get_cookie_name in SessionInterface for easier overriding in SecureCookieSessionInterface,3928,544,7,High,52.66,High,48.0,True,0.624002502871132,True,0.9293399508095336,3
prdoc_dd97ba29b59ed9f0897b,pallets/flask,5101,update werkzeug to >=2.3.3,2614,366,6,High,52.5295,High,68.0,True,0.6362375150642848,True,0.0702835874740546,5
prdoc_f229e4e6686dbf27c7de,pallets/flask,2622,bump dependency versions,2320,325,6,High,51.4544,High,68.0,True,0.8917955778423303,True,0.3393560634145302,5
prdoc_69db056c192aad974c0a,pallets/flask,5524,bumping werkzueg version to 3.0.3,2878,415,6,High,51.3646,High,60.0,True,0.3817716905895563,False,,4
prdoc_fb2de90b6715a143a874,pallets/flask,3497,Pin Werkzeug < 1.0 for 0.12,2335,333,6,High,51.2632,High,68.0,True,0.8004647277381836,True,0.2048312366044509,5
prdoc_8b2e3bb1cc380e755052,pallets/flask,5370,fix(sec): upgrade werkzeug to 3.0.1,2933,410,6,High,51.2102,High,60.0,True,0.3894923572774535,False,,4
prdoc_2ddf0104e3a822cee7a9,pallets/flask,3489,Disallow werkzeug>=1.0,3402,456,6,High,50.0612,High,52.0,True,0.1869419980517431,False,,4
prdoc_78ae30c75615ace081b0,pallets/flask,5807,Changed the static annotated type of select_jinja_autoescape method in src/flask/sansio/app.py,2817,398,6,High,49.7294,High,66.0,True,0.6585281449804807,False,,6
prdoc_7dcf59a2b2a82e2a8dfa,pallets/flask,5036,Use latest patch of Werkzeug,2708,396,6,High,48.9445,High,60.0,True,0.5027736471254964,False,,4
prdoc_a3c5d347de97d595d85c,pallets/flask,3376,update docs for new theme,2427,350,6,High,48.7311,High,68.0,True,0.8893543658519073,True,0.1545477646973671,5
prdoc_b178287a85de2a1432b1,pallets/flask,5614,Drop Python 3.8 support,3633,540,7,High,48.1645,High,60.0,True,0.541777177268687,False,,4
prdoc_34410bb6f8ab73196fb7,pallets/flask,5924,release version 3.1.3,2217,315,6,High,48.1163,High,68.0,True,0.8285092072075586,True,0.0324344046693287,4
prdoc_0560782364290db74846,pallets/flask,3491,Handle breaking changes of Werkzeug v1.0.0,2886,424,6,High,48.0577,High,52.0,True,0.2871171324063203,False,,4
prdoc_e10fabb4be6c2944c879,pallets/flask,5623,drop support for Python 3.8,2370,332,6,High,47.8628,High,68.0,True,0.8296926898774478,True,0.017107837853715,5
prdoc_538db2e2b80a2b5f5f74,pallets/flask,3823,update requirements,2342,326,6,High,47.4715,High,66.0,True,0.8098280364475648,True,0.0512010250178532,5
prdoc_9230395591a724d63ff2,pallets/flask,5730,release version 3.1.1,2217,315,6,High,47.442,High,68.0,True,0.8513958101035225,True,0.0179965723230199,4
prdoc_db9f4f61a9a0667b4fc6,pallets/flask,5403,release version 3.0.2,2217,315,6,High,47.3212,High,68.0,True,0.87746852222385,True,0.0447033776336748,4
prdoc_4dbbdcb07f8ed6a68e27,pallets/flask,4847,Fixed inconsistent double spacing in docs/api.rst,2275,328,6,High,47.232,High,40.0,True,0.6488061200312294,True,0.9472094606549784,3
prdoc_f3d341c2bd3fe7f69027,pallets/flask,5736,support call template_filter without parens,4025,586,7,High,47.1223,High,40.0,True,0.6608298298196918,True,0.9559281541903136,3
prdoc_29bf658bece02a821eb9,pallets/flask,5800,release version 3.1.2,2218,315,6,High,47.1145,High,68.0,True,0.8672333902747084,True,0.0172768322594852,4
prdoc_8c9a39573ff534108b4d,pallets/flask,5386,release version 3.0.1,2217,315,6,High,47.0634,High,68.0,True,0.8923766096978513,True,0.0473925264780525,4
prdoc_dbd3d6939792ffb4c15c,pallets/flask,3971,Move get_root_path back to flask.helpers,2403,328,6,High,45.723,High,50.0,True,0.6975125692561471,True,0.4782148091549148,4
prdoc_68344bb96af4160a43f5,pallets/flask,4855,Fix subdomain inheritance for nested blueprints.,3027,451,6,High,45.5677,High,46.0,True,0.2166161620926933,False,,4
prdoc_a54201bba52625b85b88,pallets/flask,2579,implement session.new for the default session,2518,365,6,High,45.5518,High,56.0,True,0.5424118964285671,False,,4
prdoc_d30d5cd7e68727c9f53c,pallets/flask,2685,rework context docs,2866,427,6,High,45.0058,High,62.0,True,0.817884388652609,True,0.070896969302753,4
prdoc_361b72ed8e34c973fb1a,pallets/flask,3386,Support loading configuration from toml files,2791,397,6,High,44.2537,High,48.0,True,0.3473162409658912,False,,4
prdoc_1e51f673eea6e763b0bb,pallets/flask,5075,Update index.rst,2179,316,6,High,44.0218,High,50.0,True,0.4239079517274285,False,,3
prdoc_762c492c36a796926106,pallets/flask,4645,Use timezone aware datetime object on session,3500,533,7,High,43.8534,High,48.0,True,0.6344427457922089,True,0.3561499078294161,3
prdoc_ed8a613bcbd6414c16aa,pallets/flask,4412,Adding Fish commands to docs,2220,313,6,High,43.7608,High,40.0,True,0.7359738608807495,True,0.8320186506714254,3
prdoc_33bca21fe0bcce6f237e,pallets/flask,5617,Update CHANGES.rst,2453,345,6,High,43.6964,High,54.0,True,0.5701809955460294,False,,5
prdoc_be66fdd7557aa354ebab,pallets/flask,4748,refactor or remove old docs,2611,389,6,High,43.5883,High,62.0,True,0.8614203704297329,True,0.0344452922873089,4
prdoc_435b549efb18281a9425,pallets/flask,2877,Add prefix for all commands in documentation,2336,341,6,High,42.8973,High,40.0,True,0.8116320433656046,True,0.8753322985417812,3
prdoc_b6c6f6c7e74e8651f56d,pallets/flask,4859,Modify comment syntax error,2314,330,6,High,42.7335,High,56.0,True,0.6833259736264577,False,,4
prdoc_0a6adf1f184529c34445,pallets/flask,4047,set maximum versions for 1.1.x to avoid new major versions,2733,403,6,High,42.7133,High,50.0,True,0.6529576578596537,True,0.2181602390638583,3
prdoc_d6dec9c9b569e130c853,pallets/flask,5242,deprecate `__version__` attribute,2217,310,6,High,42.5825,High,58.0,True,0.8389680412191872,True,0.1107935551723536,4
prdoc_a762d15b520d286393dd,pallets/flask,5217,Update dispatch by path example,2126,306,6,High,41.2659,High,40.0,True,0.702255585803714,True,0.6207330356985072,3
prdoc_371eb135093aad8d6f29,pallets/flask,4623,MySQL Docs,2408,349,6,High,41.1544,High,40.0,True,0.2422814638333659,False,,3
prdoc_77462328d38efe8b1606,pallets/flask,5858,"Refactor __init__.py module to improve organization, readability and public API structure",3971,568,7,High,41.0161,High,42.0,True,0.3141935478618125,False,,3
prdoc_ff590e598922e18d9353,pallets/flask,2775,"Hi, I just translate readme.rst to Korean",2723,411,6,High,40.7387,High,40.0,True,0.2630635029790975,False,,3
prdoc_f3dc7bec294ed2a770c3,pallets/flask,4624,add `View.init_every_request` attribute,2540,354,6,High,38.9279,High,48.0,True,0.8179805127575304,True,0.2724995931344341,4
prdoc_d86bac0fac4bcb82a03e,pallets/flask,4283,use exception chaining,2117,302,6,High,36.803,High,40.0,True,0.8297071353016957,True,0.4931400219275919,3
prdoc_98460b07b319ddb2c297,pallets/flask,4368,Update requirements,2325,334,6,High,36.4709,High,40.0,True,0.4764534800882353,False,,3
prdoc_09042918824334e20a1e,pallets/flask,5757,svg logo,2096,305,6,High,35.8663,High,40.0,True,0.5129405848563101,True,0.0083390121514584,3
prdoc_707294be248f0c59ad20,pallets/flask,4335,drop Python 3.6,2579,357,6,High,35.2104,High,46.0,True,0.7494039018443565,True,0.019899697828743,4
prdoc_c29dcc23603847f80abc,pallets/flask,3507,Remove outdated Pycharm instructions,2569,359,6,High,35.1063,High,40.0,True,0.5446841310819857,False,,3
prdoc_216e4dc4a2de39194106,pallets/flask,2969,Use https for external links wherever possible,2298,332,6,High,34.0363,High,40.0,True,0.7187847888299546,True,0.1607994667887816,3
prdoc_b86358796d67962a38f0,pallets/flask,5900,document using gevent for async,2299,332,6,High,33.9914,High,40.0,True,0.8715896634104938,True,0.3615488194686789,3
