repository,pr_number,title,body,html_url,author_login,author_association,state,draft,base_branch,head_branch,created_at,updated_at,closed_at,merged_at,was_merged,resolution_hours,merge_hours,additions,deletions,total_changes,changed_files,commit_count,title_length,body_length,body_word_count,labels,label_count,requested_reviewers,requested_reviewer_count,file_records_returned,test_files_changed,documentation_files_changed,configuration_files_changed,security_sensitive_files_changed,files_added,files_modified,files_removed,files_renamed,has_test_changes,has_documentation_changes,has_configuration_changes,has_security_sensitive_changes,expected_outcome,period,period_start_date,period_end_date,actual_outcome,outcome_matches_selection,commit_count_iqr_outlier,resolution_hours_iqr_outlier,configuration_files_changed_iqr_outlier,test_files_changed_iqr_outlier,deletions_iqr_outlier,files_modified_iqr_outlier,additions_iqr_outlier,total_changes_iqr_outlier,body_length_iqr_outlier,body_word_count_iqr_outlier,files_added_iqr_outlier,changed_files_iqr_outlier,documentation_files_changed_iqr_outlier,security_sensitive_files_changed_iqr_outlier,files_removed_iqr_outlier,files_renamed_iqr_outlier,title_length_iqr_outlier,requested_reviewer_count_iqr_outlier,label_count_iqr_outlier,iqr_outlier_feature_count,has_any_iqr_outlier,merge_target,outcome_label,log1p_body_length,log1p_body_word_count,log1p_additions,log1p_deletions,log1p_total_changes,log1p_changed_files,log1p_commit_count,has_description,has_detailed_description,short_title,very_long_description,change_density_per_file,deletion_ratio,has_zero_code_change,has_multiple_commits,pr_size_band,created_year,created_month,created_quarter,created_day_of_week,created_hour_utc,created_on_weekend,created_day_name,author_role_group,delayed_over_24_hours,merge_delay_target,delayed_over_72_hours,delayed_over_168_hours,split
pallets/flask,2685,rework context docs,"closes #1151 

Mostly keeps the same sections and concepts. References to old version behavior is removed since it's no longer relevant. Added more explanation about what to do about ""no app / request context"" errors, since it comes up constantly on Stack Overflow. Added more cross references and cleaned up many API docs as well to make them more consistent. Added documentation for `_AppCtxGlobals` rather than recreating it in the `g` docs. Added documentation about the `test_request_context` arguments.

This is an inherently advanced topic, so I don't think there's any way to make it completely clear to all readers. Hopefully it's at least easier to follow to get an idea of how the process works.",https://github.com/pallets/flask/pull/2685,davidism,MEMBER,closed,False,master,app-context-docs,2018-04-09 07:13:09+00:00,2020-11-14 03:36:00+00:00,2018-04-09 07:22:17+00:00,2018-04-09 07:22:17+00:00,1,0.1522222222222222,0.1522222222222222,542,375,917,7,1,19,710,115,['docs'],1,[],0,7,0,3,0,0,0,7,0,0,False,True,False,False,Merged,2018-Q2,2018-04-01,2018-06-30,Merged,True,False,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,6,True,1,Merged,6.566672429803241,4.7535901911063645,6.297109319933935,5.929589143389895,6.822197390620491,2.079441541679836,0.6931471805599453,True,True,False,False,131.0,0.4089422028353326,False,False,Very large,2018,4,2,0,7,False,Monday,Internal or trusted,0,0,0,0,train
pallets/flask,2699,add javascript ajax example,"I removed the jQuery example when rewriting the tutorial. This adds a more general JavaScript example back in, demonstrating the same simple `add` endpoint but with `XMLHttpRequest`, `fetch`, and `jQuery`.",https://github.com/pallets/flask/pull/2699,davidism,MEMBER,closed,False,master,javascript,2018-04-12 18:09:00+00:00,2020-11-14 02:42:41+00:00,2018-04-12 18:28:50+00:00,2018-04-12 18:28:50+00:00,1,0.3305555555555555,0.3305555555555555,341,13,354,21,1,27,205,30,[],0,[],0,21,2,4,5,1,14,7,0,0,True,True,True,True,Merged,2018-Q2,2018-04-01,2018-06-30,Merged,True,False,False,True,True,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,9,True,1,Merged,5.327876168789581,3.4339872044851463,5.834810737062605,2.6390573296152584,5.872117789475416,3.091042453358316,0.6931471805599453,True,False,False,False,16.857142857142858,0.0367231638418079,False,False,Large,2018,4,2,3,18,False,Thursday,Internal or trusted,0,0,0,0,train
pallets/flask,2719,Fix typo in docs,`static_url` --> `static_url_path`,https://github.com/pallets/flask/pull/2719,greyli,CONTRIBUTOR,closed,False,master,patch-9,2018-04-24 00:09:59+00:00,2020-11-14 03:27:22+00:00,2018-04-24 00:57:32+00:00,2018-04-24 00:57:32+00:00,1,0.7925,0.7925,1,1,2,1,1,16,34,3,[],0,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Merged,2018-Q2,2018-04-01,2018-06-30,Merged,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1,Merged,3.555348061489413,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,True,False,False,False,2.0,0.5,False,False,Very small,2018,4,2,1,0,False,Tuesday,Previous contributor,0,0,0,0,train
pallets/flask,2730,Fix registering partials as view functions,,https://github.com/pallets/flask/pull/2730,ThiefMaster,MEMBER,closed,False,1.0-maintenance,fix-nameless-view-funcs,2018-04-27 11:44:50+00:00,2020-11-14 03:27:21+00:00,2018-04-27 11:55:39+00:00,2018-04-27 11:55:39+00:00,1,0.1802777777777778,0.1802777777777778,5,1,6,3,1,42,0,0,['bug'],1,[],0,3,1,1,0,0,0,3,0,0,True,True,False,False,Merged,2018-Q2,2018-04-01,2018-06-30,Merged,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True,1,Merged,0.0,0.0,1.791759469228055,0.6931471805599453,1.9459101490553128,1.3862943611198906,0.6931471805599453,False,False,False,False,2.0,0.1666666666666666,False,False,Very small,2018,4,2,4,11,False,Friday,Internal or trusted,0,0,0,0,train
pallets/flask,2746,allow empty prefix and no lead slash in bp route,"closes #2742

Fix `url_prefx=''` or `url_prefix='/'` when Blueprint routes don't begin with a leading slash. Technically, routes should start with a leading slash, so don't rely on this behavior.",https://github.com/pallets/flask/pull/2746,davidism,MEMBER,closed,False,1.0-maintenance,2742-empty-url-prefix,2018-04-29 22:35:46+00:00,2020-11-14 03:27:20+00:00,2018-04-29 22:46:59+00:00,2018-04-29 22:46:59+00:00,1,0.1869444444444444,0.1869444444444444,1,1,2,1,1,48,197,29,['blueprints'],1,[],0,1,0,0,0,0,0,1,0,0,False,False,False,False,Merged,2018-Q2,2018-04-01,2018-06-30,Merged,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1,Merged,5.288267030694535,3.4011973816621555,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,True,False,False,False,2.0,0.5,False,False,Very small,2018,4,2,6,22,True,Sunday,Internal or trusted,0,0,0,0,train
pallets/flask,2765,Add option to not overwrite debug flag in cli,"This is intended for custom CLIs that may load a config file which already sets the debug flag and does not make use of the `FLASK_*` env vars at all.

Filed against 1,0-maintenance since this is functionality that was present before and was lost between 0.12 and 1.0.",https://github.com/pallets/flask/pull/2765,ThiefMaster,MEMBER,closed,False,1.0-maintenance,custom-cli-ignore-debug,2018-05-08 16:10:09+00:00,2020-11-14 02:33:32+00:00,2018-06-14 11:31:01+00:00,2018-06-14 11:31:01+00:00,1,883.3477777777778,883.3477777777778,39,9,48,3,1,45,270,48,['cli'],1,['davidism'],1,3,1,1,0,0,0,3,0,0,True,True,False,False,Merged,2018-Q2,2018-04-01,2018-06-30,Merged,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,True,1,Merged,5.602118820879701,3.8918202981106265,3.688879454113936,2.302585092994046,3.8918202981106265,1.3862943611198906,0.6931471805599453,True,False,False,False,16.0,0.1875,False,False,Small,2018,5,2,1,16,False,Tuesday,Internal or trusted,1,1,1,1,train
pallets/flask,2793,Update gevent wsgi documentation,"gevent.wsgi is deprecated since gevent 1.1 and removed in gevent 1.3. 
gevent.pywsgi should be used instead",https://github.com/pallets/flask/pull/2793,tiagocoutinho,CONTRIBUTOR,closed,False,master,patch-1,2018-05-21 06:11:04+00:00,2020-11-14 03:27:15+00:00,2018-05-21 06:57:11+00:00,2018-05-21 06:57:11+00:00,1,0.7686111111111111,0.7686111111111111,1,1,2,1,1,32,108,16,[],0,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Merged,2018-Q2,2018-04-01,2018-06-30,Merged,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1,Merged,4.691347882229144,2.833213344056216,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,True,False,False,False,2.0,0.5,False,False,Very small,2018,5,2,0,6,False,Monday,Previous contributor,0,0,0,0,train
pallets/flask,2808,fix typos in appcontext.rst,,https://github.com/pallets/flask/pull/2808,saulurias,CONTRIBUTOR,closed,False,master,typo-fixment,2018-05-29 17:08:52+00:00,2020-11-14 03:27:12+00:00,2018-05-29 17:11:31+00:00,2018-05-29 17:11:31+00:00,1,0.0441666666666666,0.0441666666666666,1,1,2,1,1,27,0,0,[],0,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Merged,2018-Q2,2018-04-01,2018-06-30,Merged,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1,Merged,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,False,False,False,False,2.0,0.5,False,False,Very small,2018,5,2,1,17,False,Tuesday,Previous contributor,0,0,0,0,train
pallets/flask,2834,Remove unnecessary period in documentation,"Except for this one, I also notice that there are [two sentences](http://flask.pocoo.org/docs/dev/testing/#testing-cli-commands) end with period instead of colon before a code snippet, should we change it?",https://github.com/pallets/flask/pull/2834,greyli,CONTRIBUTOR,closed,False,master,remove-unnecessary-period,2018-06-17 04:16:40+00:00,2020-11-14 03:20:32+00:00,2018-06-18 03:43:58+00:00,2018-06-18 03:43:58+00:00,1,23.455,23.455,1,1,2,1,1,42,205,26,[],0,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Merged,2018-Q2,2018-04-01,2018-06-30,Merged,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1,Merged,5.327876168789581,3.295836866004329,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,True,False,False,False,2.0,0.5,False,False,Very small,2018,6,2,6,4,True,Sunday,Previous contributor,0,0,0,0,train
pallets/flask,2850,Fix grammatical error: incorrect verb conjugation,"Before: 
> However, as a project **get** bigger

After: 
>However, as a project **gets** bigger",https://github.com/pallets/flask/pull/2850,billfienberg,CONTRIBUTOR,closed,False,master,patch-1,2018-06-29 19:36:20+00:00,2020-11-14 03:20:26+00:00,2018-06-29 20:49:02+00:00,2018-06-29 20:49:02+00:00,1,1.211666666666667,1.211666666666667,1,1,2,1,1,49,99,15,[],0,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Merged,2018-Q2,2018-04-01,2018-06-30,Merged,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1,Merged,4.605170185988092,2.772588722239781,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,True,False,False,False,2.0,0.5,False,False,Very small,2018,6,2,4,19,False,Friday,Previous contributor,0,0,0,0,train
pallets/flask,2854,Update docs to be more clear about from config instantiation,"This PR updates documentation to be more clear that `config.from_object` does not instantiate the object. It also provides examples as to how to use `@property` in a configuration class.

Addresses #2853.

<!--
Commit checklist:

* add tests that fail without the patch
* ensure all tests pass with ``pytest``
* add documentation to the relevant docstrings or pages
* add ``versionadded`` or ``versionchanged`` directives to relevant docstrings
* add a changelog entry if this patch changes code

Tests, coverage, and docs will be run automatically when you submit the pull
request, but running them yourself can save time.
-->
",https://github.com/pallets/flask/pull/2854,dougthor42,CONTRIBUTOR,closed,False,1.0-maintenance,update-docs-to-be-more-clear-about-from_config-instantiation-#2853,2018-07-06 20:21:18+00:00,2020-11-14 02:33:38+00:00,2019-01-06 22:43:17+00:00,2019-01-06 22:43:17+00:00,1,4418.366388888889,4418.366388888889,42,0,42,2,1,60,642,99,['docs'],1,[],0,2,0,1,0,0,0,2,0,0,False,True,False,False,Merged,2018-Q3,2018-07-01,2018-09-30,Merged,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True,1,Merged,6.466144724237619,4.605170185988092,3.7612001156935615,0.0,3.7612001156935615,1.0986122886681098,0.6931471805599453,True,True,False,False,21.0,0.0,False,False,Small,2018,7,3,4,20,False,Friday,Previous contributor,1,1,1,1,train
pallets/flask,2861,[docs] Fix broken Sphinx cross-references; use :doc: tags where necessary,"This PR…

* Fixes broken cross-references to other documentation
* Fixes all warnings from Sphinx when building the docs
* Makes an explicit call-out to contributing guidelines in README

I hit the broken cross-references when reading the docs, when opening the link to the uWSGI docs from the Standalone WSGI Containers page would give me a 404 error. It seems like there was some rearranging at some point and this was probably overlooked, so this should fix the broken links and make a better experience for others browsing the docs. :slightly_smiling_face: 

Additionally, in an oversight, I missed the contributing guidelines in the root directory of the repository but I did scan the README. When I came back to this, I found the contributing guidelines, but I would have noticed them quicker and submitted this PR a day earlier if I had seen them mentioned in the README. So I thought an explicit call-out to the existing contributing guidelines (which were well-written and very helpful to me) in the README might be useful for others too.

I successfully ran the tests on the docs and I was able to build them locally on my workstation.

<!--
Commit checklist:

* add tests that fail without the patch
* ensure all tests pass with ``pytest``
* add documentation to the relevant docstrings or pages
* add ``versionadded`` or ``versionchanged`` directives to relevant docstrings
* add a changelog entry if this patch changes code

Tests, coverage, and docs will be run automatically when you submit the pull
request, but running them yourself can save time.
-->
",https://github.com/pallets/flask/pull/2861,justwheel,CONTRIBUTOR,closed,False,master,fix/uwsgi-docs,2018-07-11 14:54:46+00:00,2020-11-14 03:20:19+00:00,2018-07-20 17:42:09+00:00,2018-07-20 17:42:09+00:00,1,218.78972222222225,218.78972222222225,26,17,43,4,2,73,1591,262,['docs'],1,[],0,4,0,4,0,0,0,4,0,0,False,True,False,False,Merged,2018-Q3,2018-07-01,2018-09-30,Merged,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4,True,1,Merged,7.372746366404328,5.572154032177765,3.295836866004329,2.8903717578961645,3.784189633918261,1.6094379124341005,1.0986122886681098,True,True,False,False,10.75,0.3953488372093023,False,True,Small,2018,7,3,2,14,False,Wednesday,Previous contributor,1,1,1,1,train
pallets/flask,2872,Fix grammatical error,Incorrect articles was used,https://github.com/pallets/flask/pull/2872,cktan98,CONTRIBUTOR,closed,False,master,master,2018-07-24 18:00:40+00:00,2020-11-14 03:20:17+00:00,2018-07-24 18:04:58+00:00,2018-07-24 18:04:58+00:00,1,0.0716666666666666,0.0716666666666666,1,1,2,1,1,21,27,4,[],0,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Merged,2018-Q3,2018-07-01,2018-09-30,Merged,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1,Merged,3.332204510175204,1.6094379124341005,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,True,False,False,False,2.0,0.5,False,False,Very small,2018,7,3,1,18,False,Tuesday,Previous contributor,0,0,0,0,train
pallets/flask,2877,Add prefix for all commands in documentation,"This patch does the following things:

* Add ""$"" prefix for all command except Windows-specific commands.
* Add "">"" prefix for all Windows commands.
* Change ""#"" to ""$"" in some commands.",https://github.com/pallets/flask/pull/2877,greyli,CONTRIBUTOR,closed,False,master,add-dollar-sign-for-commands,2018-07-29 02:24:34+00:00,2020-11-14 03:20:15+00:00,2018-09-09 08:41:57+00:00,2018-09-09 08:41:57+00:00,1,1014.2897222222222,1014.2897222222222,112,112,224,19,2,44,190,32,[],0,[],0,19,0,19,0,0,0,19,0,0,False,True,False,False,Merged,2018-Q3,2018-07-01,2018-09-30,Merged,True,True,True,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,8,True,1,Merged,5.25227342804663,3.49650756146648,4.727387818712341,4.727387818712341,5.41610040220442,2.995732273553991,1.0986122886681098,True,False,False,False,11.789473684210526,0.5,False,True,Large,2018,7,3,6,2,True,Sunday,Previous contributor,1,1,1,1,train
